lat,long,dan,vi,travel_time_dan,travel_time_vi,distance_dan,distance_vi,mins_dan,mins_vi,location
51.49655172413793,-0.23846153846153845,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['15 Ravenscourt Park, Hammersmith, London W6, UK'], 'rows': [{'elements': [{'distance': {'text': '2.8 km', 'value': 2842}, 'duration': {'text': '12 mins', 'value': 690}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['15 Ravenscourt Park, Hammersmith, London W6, UK'], 'rows': [{'elements': [{'distance': {'text': '17.5 km', 'value': 17528}, 'duration': {'text': '52 mins', 'value': 3147}, 'status': 'OK'}]}], 'status': 'OK'}",12 mins,52 mins,2.8 km,17.5 km,12,52,"15 Ravenscourt Park, Hammersmith, London W6, UK"
51.49655172413793,-0.2282051282051282,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['53 Overstone Rd, Hammersmith, London W6 0AD, UK'], 'rows': [{'elements': [{'distance': {'text': '3.0 km', 'value': 2996}, 'duration': {'text': '18 mins', 'value': 1101}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['53 Overstone Rd, Hammersmith, London W6 0AD, UK'], 'rows': [{'elements': [{'distance': {'text': '17.2 km', 'value': 17154}, 'duration': {'text': '53 mins', 'value': 3202}, 'status': 'OK'}]}], 'status': 'OK'}",18 mins,53 mins,3.0 km,17.2 km,18,53,"53 Overstone Rd, Hammersmith, London W6 0AD, UK"
51.49655172413793,-0.21794871794871795,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['44 Caithness Rd, Hammersmith, London W14 0JD, UK'], 'rows': [{'elements': [{'distance': {'text': '2.4 km', 'value': 2439}, 'duration': {'text': '20 mins', 'value': 1192}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['44 Caithness Rd, Hammersmith, London W14 0JD, UK'], 'rows': [{'elements': [{'distance': {'text': '17.4 km', 'value': 17424}, 'duration': {'text': '51 mins', 'value': 3054}, 'status': 'OK'}]}], 'status': 'OK'}",20 mins,51 mins,2.4 km,17.4 km,20,51,"44 Caithness Rd, Hammersmith, London W14 0JD, UK"
51.49655172413793,-0.20769230769230768,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['Tollard House, 388 Kensington High St, Kensington, London W14 8NL, UK'], 'rows': [{'elements': [{'distance': {'text': '3.4 km', 'value': 3359}, 'duration': {'text': '23 mins', 'value': 1353}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['Tollard House, 388 Kensington High St, Kensington, London W14 8NL, UK'], 'rows': [{'elements': [{'distance': {'text': '15.2 km', 'value': 15161}, 'duration': {'text': '47 mins', 'value': 2791}, 'status': 'OK'}]}], 'status': 'OK'}",23 mins,47 mins,3.4 km,15.2 km,23,47,"Tollard House, 388 Kensington High St, Kensington, London W14 8NL, UK"
51.49655172413793,-0.19743589743589743,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['48 Pembroke Square, Kensington, London W8, UK'], 'rows': [{'elements': [{'distance': {'text': '3.6 km', 'value': 3605}, 'duration': {'text': '26 mins', 'value': 1589}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['48 Pembroke Square, Kensington, London W8, UK'], 'rows': [{'elements': [{'distance': {'text': '14.4 km', 'value': 14409}, 'duration': {'text': '45 mins', 'value': 2677}, 'status': 'OK'}]}], 'status': 'OK'}",26 mins,45 mins,3.6 km,14.4 km,26,45,"48 Pembroke Square, Kensington, London W8, UK"
51.49655172413793,-0.18717948717948718,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['62 Cornwall Gardens, Kensington, London SW7 4BD, UK'], 'rows': [{'elements': [{'distance': {'text': '5.6 km', 'value': 5638}, 'duration': {'text': '29 mins', 'value': 1756}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['62 Cornwall Gardens, Kensington, London SW7 4BD, UK'], 'rows': [{'elements': [{'distance': {'text': '13.5 km', 'value': 13464}, 'duration': {'text': '39 mins', 'value': 2344}, 'status': 'OK'}]}], 'status': 'OK'}",29 mins,39 mins,5.6 km,13.5 km,29,39,"62 Cornwall Gardens, Kensington, London SW7 4BD, UK"
51.49655172413793,-0.1769230769230769,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['Kensington, London SW7, UK'], 'rows': [{'elements': [{'distance': {'text': '5.7 km', 'value': 5718}, 'duration': {'text': '30 mins', 'value': 1826}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['Kensington, London SW7, UK'], 'rows': [{'elements': [{'distance': {'text': '12.8 km', 'value': 12836}, 'duration': {'text': '38 mins', 'value': 2286}, 'status': 'OK'}]}], 'status': 'OK'}",30 mins,38 mins,5.7 km,12.8 km,30,38,"Kensington, London SW7, UK"
51.49655172413793,-0.16666666666666666,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['10 Egerton Pl, Chelsea, London SW3 2EF, UK'], 'rows': [{'elements': [{'distance': {'text': '7.3 km', 'value': 7299}, 'duration': {'text': '36 mins', 'value': 2167}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['10 Egerton Pl, Chelsea, London SW3 2EF, UK'], 'rows': [{'elements': [{'distance': {'text': '13.0 km', 'value': 13020}, 'duration': {'text': '39 mins', 'value': 2320}, 'status': 'OK'}]}], 'status': 'OK'}",36 mins,39 mins,7.3 km,13.0 km,36,39,"10 Egerton Pl, Chelsea, London SW3 2EF, UK"
51.49655172413793,-0.1564102564102564,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['33 Cadogan Ln, Belgravia, London SW1X 9DR, UK'], 'rows': [{'elements': [{'distance': {'text': '7.5 km', 'value': 7484}, 'duration': {'text': '34 mins', 'value': 2055}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['33 Cadogan Ln, Belgravia, London SW1X 9DR, UK'], 'rows': [{'elements': [{'distance': {'text': '11.6 km', 'value': 11576}, 'duration': {'text': '29 mins', 'value': 1716}, 'status': 'OK'}]}], 'status': 'OK'}",34 mins,29 mins,7.5 km,11.6 km,34,29,"33 Cadogan Ln, Belgravia, London SW1X 9DR, UK"
51.49655172413793,-0.14615384615384613,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['40 Grosvenor Gardens, Belgravia, London SW1W 0EB, UK'], 'rows': [{'elements': [{'distance': {'text': '9.9 km', 'value': 9897}, 'duration': {'text': '35 mins', 'value': 2120}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['40 Grosvenor Gardens, Belgravia, London SW1W 0EB, UK'], 'rows': [{'elements': [{'distance': {'text': '10.5 km', 'value': 10531}, 'duration': {'text': '34 mins', 'value': 2062}, 'status': 'OK'}]}], 'status': 'OK'}",35 mins,34 mins,9.9 km,10.5 km,35,34,"40 Grosvenor Gardens, Belgravia, London SW1W 0EB, UK"
51.49655172413793,-0.1358974358974359,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['8 Artillery Row, Westminster, London SW1P, UK'], 'rows': [{'elements': [{'distance': {'text': '10.2 km', 'value': 10240}, 'duration': {'text': '38 mins', 'value': 2296}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['8 Artillery Row, Westminster, London SW1P, UK'], 'rows': [{'elements': [{'distance': {'text': '9.6 km', 'value': 9620}, 'duration': {'text': '34 mins', 'value': 2038}, 'status': 'OK'}]}], 'status': 'OK'}",38 mins,34 mins,10.2 km,9.6 km,38,34,"8 Artillery Row, Westminster, London SW1P, UK"
51.49655172413793,-0.12564102564102564,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['7 Millbank, Westminster, London SW1P 3JA, UK'], 'rows': [{'elements': [{'distance': {'text': '10.0 km', 'value': 10033}, 'duration': {'text': '38 mins', 'value': 2284}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['7 Millbank, Westminster, London SW1P 3JA, UK'], 'rows': [{'elements': [{'distance': {'text': '9.2 km', 'value': 9235}, 'duration': {'text': '24 mins', 'value': 1463}, 'status': 'OK'}]}], 'status': 'OK'}",38 mins,24 mins,10.0 km,9.2 km,38,24,"7 Millbank, Westminster, London SW1P 3JA, UK"
51.49655172413793,-0.11538461538461536,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['190 Carlisle Ln, South Bank, London SE1 7LD, UK'], 'rows': [{'elements': [{'distance': {'text': '10.7 km', 'value': 10719}, 'duration': {'text': '46 mins', 'value': 2781}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['190 Carlisle Ln, South Bank, London SE1 7LD, UK'], 'rows': [{'elements': [{'distance': {'text': '8.6 km', 'value': 8627}, 'duration': {'text': '29 mins', 'value': 1728}, 'status': 'OK'}]}], 'status': 'OK'}",46 mins,29 mins,10.7 km,8.6 km,46,29,"190 Carlisle Ln, South Bank, London SE1 7LD, UK"
51.49655172413793,-0.10512820512820512,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': [""Missionaries of Charity, 112-116 St George's Rd, London SE1 6EU, UK""], 'rows': [{'elements': [{'distance': {'text': '11.7 km', 'value': 11670}, 'duration': {'text': '48 mins', 'value': 2862}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': [""Missionaries of Charity, 112-116 St George's Rd, London SE1 6EU, UK""], 'rows': [{'elements': [{'distance': {'text': '7.9 km', 'value': 7909}, 'duration': {'text': '26 mins', 'value': 1571}, 'status': 'OK'}]}], 'status': 'OK'}",48 mins,26 mins,11.7 km,7.9 km,48,26,"Missionaries of Charity, 112-116 St George's Rd, London SE1 6EU, UK"
51.49655172413793,-0.09487179487179487,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['Longridge House, Falmouth Rd, London SE1 6QN, UK'], 'rows': [{'elements': [{'distance': {'text': '11.8 km', 'value': 11803}, 'duration': {'text': '43 mins', 'value': 2588}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['Longridge House, Falmouth Rd, London SE1 6QN, UK'], 'rows': [{'elements': [{'distance': {'text': '7.4 km', 'value': 7426}, 'duration': {'text': '30 mins', 'value': 1825}, 'status': 'OK'}]}], 'status': 'OK'}",43 mins,30 mins,11.8 km,7.4 km,43,30,"Longridge House, Falmouth Rd, London SE1 6QN, UK"
51.49655172413793,-0.08461538461538459,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['37 Rothsay St, London SE1 4UF, UK'], 'rows': [{'elements': [{'distance': {'text': '13.1 km', 'value': 13060}, 'duration': {'text': '1 hour 4 mins', 'value': 3819}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['37 Rothsay St, London SE1 4UF, UK'], 'rows': [{'elements': [{'distance': {'text': '6.9 km', 'value': 6946}, 'duration': {'text': '28 mins', 'value': 1698}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 4 mins,28 mins,13.1 km,6.9 km,64,28,"37 Rothsay St, London SE1 4UF, UK"
51.49655172413793,-0.07435897435897434,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['Whitmore Building, 3 Arts Ln, London SE16 3GB, UK'], 'rows': [{'elements': [{'distance': {'text': '15.0 km', 'value': 15038}, 'duration': {'text': '51 mins', 'value': 3064}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['Whitmore Building, 3 Arts Ln, London SE16 3GB, UK'], 'rows': [{'elements': [{'distance': {'text': '4.7 km', 'value': 4667}, 'duration': {'text': '22 mins', 'value': 1344}, 'status': 'OK'}]}], 'status': 'OK'}",51 mins,22 mins,15.0 km,4.7 km,51,22,"Whitmore Building, 3 Arts Ln, London SE16 3GB, UK"
51.49655172413793,-0.0641025641025641,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['32 Collett Rd, London SE16 4DD, UK'], 'rows': [{'elements': [{'distance': {'text': '14.3 km', 'value': 14258}, 'duration': {'text': '42 mins', 'value': 2498}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['32 Collett Rd, London SE16 4DD, UK'], 'rows': [{'elements': [{'distance': {'text': '3.9 km', 'value': 3887}, 'duration': {'text': '13 mins', 'value': 752}, 'status': 'OK'}]}], 'status': 'OK'}",42 mins,13 mins,14.3 km,3.9 km,42,13,"32 Collett Rd, London SE16 4DD, UK"
51.49655172413793,-0.05384615384615382,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['41 Ann Moss Way, London SE16 2TJ, UK'], 'rows': [{'elements': [{'distance': {'text': '15.6 km', 'value': 15555}, 'duration': {'text': '45 mins', 'value': 2679}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['41 Ann Moss Way, London SE16 2TJ, UK'], 'rows': [{'elements': [{'distance': {'text': '3.2 km', 'value': 3244}, 'duration': {'text': '15 mins', 'value': 922}, 'status': 'OK'}]}], 'status': 'OK'}",45 mins,15 mins,15.6 km,3.2 km,45,15,"41 Ann Moss Way, London SE16 2TJ, UK"
51.49655172413793,-0.0435897435897436,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['Hollywood Surrey Quays, London SE16 7LW, UK'], 'rows': [{'elements': [{'distance': {'text': '15.6 km', 'value': 15608}, 'duration': {'text': '45 mins', 'value': 2707}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['Hollywood Surrey Quays, London SE16 7LW, UK'], 'rows': [{'elements': [{'distance': {'text': '3.3 km', 'value': 3297}, 'duration': {'text': '15 mins', 'value': 890}, 'status': 'OK'}]}], 'status': 'OK'}",45 mins,15 mins,15.6 km,3.3 km,45,15,"Hollywood Surrey Quays, London SE16 7LW, UK"
51.49655172413793,-0.033333333333333326,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['1 Helsinki Square, London SE16 7TB, UK'], 'rows': [{'elements': [{'distance': {'text': '16.8 km', 'value': 16819}, 'duration': {'text': '51 mins', 'value': 3030}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['1 Helsinki Square, London SE16 7TB, UK'], 'rows': [{'elements': [{'distance': {'text': '4.5 km', 'value': 4455}, 'duration': {'text': '36 mins', 'value': 2186}, 'status': 'OK'}]}], 'status': 'OK'}",51 mins,36 mins,16.8 km,4.5 km,51,36,"1 Helsinki Square, London SE16 7TB, UK"
51.49655172413793,-0.02307692307692305,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['33 Tiller Rd, Isle of Dogs, London E14 8PY, UK'], 'rows': [{'elements': [{'distance': {'text': '18.3 km', 'value': 18331}, 'duration': {'text': '59 mins', 'value': 3551}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['33 Tiller Rd, Isle of Dogs, London E14 8PY, UK'], 'rows': [{'elements': [{'distance': {'text': '2.0 km', 'value': 2021}, 'duration': {'text': '14 mins', 'value': 862}, 'status': 'OK'}]}], 'status': 'OK'}",59 mins,14 mins,18.3 km,2.0 km,59,14,"33 Tiller Rd, Isle of Dogs, London E14 8PY, UK"
51.49655172413793,-0.01282051282051283,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['Thorne House, Launch St, Isle of Dogs, London E14 3LU, UK'], 'rows': [{'elements': [{'distance': {'text': '17.9 km', 'value': 17929}, 'duration': {'text': '56 mins', 'value': 3365}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['Thorne House, Launch St, Isle of Dogs, London E14 3LU, UK'], 'rows': [{'elements': [{'distance': {'text': '2.2 km', 'value': 2193}, 'duration': {'text': '14 mins', 'value': 829}, 'status': 'OK'}]}], 'status': 'OK'}",56 mins,14 mins,17.9 km,2.2 km,56,14,"Thorne House, Launch St, Isle of Dogs, London E14 3LU, UK"
51.49655172413793,-0.002564102564102555,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['23 Olympian Way, London SE10 0PT, UK'], 'rows': [{'elements': [{'distance': {'text': '21.4 km', 'value': 21382}, 'duration': {'text': '57 mins', 'value': 3438}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['23 Olympian Way, London SE10 0PT, UK'], 'rows': [{'elements': [{'distance': {'text': '4.5 km', 'value': 4499}, 'duration': {'text': '19 mins', 'value': 1141}, 'status': 'OK'}]}], 'status': 'OK'}",57 mins,19 mins,21.4 km,4.5 km,57,19,"23 Olympian Way, London SE10 0PT, UK"
51.49655172413793,0.0076923076923077205,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['1 W Parkside, London SE10 0BN, UK'], 'rows': [{'elements': [{'distance': {'text': '19.5 km', 'value': 19530}, 'duration': {'text': '1 hour 1 min', 'value': 3687}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['1 W Parkside, London SE10 0BN, UK'], 'rows': [{'elements': [{'distance': {'text': '2.6 km', 'value': 2647}, 'duration': {'text': '16 mins', 'value': 971}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 1 min,16 mins,19.5 km,2.6 km,61,16,"1 W Parkside, London SE10 0BN, UK"
